slug,section,index,interwencja,suggestedZone,confidence,alternatives,previousZone,finalZone
zaparcia,10.1,2,"Leczenie pierwszego wyboru zaparcia czynnościowego - zastosowanie zabiegów dorektalnych w razie wskazań: • Faza I (odblokowanie): – PEG 4000 - glikol polietylenowy (1-1,5 g/ kg mc./24 godz. przez kolejne 3-6 dni – wlewka doodbytnicza roztworu fosforanów (2,5 ml/kg mc., maks. 133 ml co 24 godz. przez kolejne 3-6 dni) w przedziale wiekowym od 1. do 18. roku życia (zarejestrowane w Polsce preparaty dla dzieci powyżej 3. roku życia to Enema i Rectanal), – wlewki doodbytnicze 0,9% NaCl: < 1. roku życia - 3-6 ml/kg mc. co 12 lub 24 godz., > 1. roku życia 6 ml/kg mc. co 12 lub 24 godz. • Faza II podtrzymująca: – PEG 4000, PEG 3350 (0,2-0,8 g/kg mc./ 24 godz.).",brzuch,high,,brzuch,brzuch
zaparcia,10.1,3,"Ustalenie indywidualnej diety dla dziecka po konsultacji z dietetykiem (przy zaparciach czynnościowych): • dieta bogatoresztkowa, czyli zwiększenie ilości błonnika pokarmowego do 20-30 g/dobę, w kilku porcjach przez podawanie: - produktów zbożowych: kaszy gryczanej, jęczmiennej, jaglanej, chleba razowego, chleba żytniego, otrąb (przewlekłe stosowanie upośledza wchłanianie żelaza, cynku, magnezu i fosforu, dlatego należy okresowo kontrolować ich stężenie w surowicy), - owoców i warzyw - jabłek, agrestu, poziomek, ogórków, winogron (rodzynek), suszonych śliwek i fig, rzepy, buraków, rzodkiewek, pomidorów, szczawiu, kapusty kiszonej, kalarepy, groszku zielonego i wszystkich roślin strączkowych, ziemniaków, - chłodnych płynów: wody, mleka, maślanki, kefiru, kompotu z suszonych śliwek, jogurtu (na czczo na ½ godz. przed śniadaniem ½-1 szklanka soku z owoców lub warzyw, wody mineralnej, wody przegotowanej z miodem i sokiem cytrynowym), - powideł ze śliwek, - tłuszczów - masła, oliwy z oliwek, • regularne spożywanie posiłków, 4-5 ×/dobę, • zwiększenie ilości wypijanych płynów do dziennie).",brzuch,medium,,brzuch,brzuch
zaparcia,10.1,4,"Zalecenie dziecku zwiększenia aktywności ruchowej w czasie leżenia w łóżku, np.: • częstą zmianę pozycji (w miarę możliwości układanie się na brzuchu), ćwiczenia mięśni tłoczni brzucha, ćwiczenia oddechowe podczas leżenia w łóżku, • masaż brzucha kilka razy dziennie - dłonią przez 2-3 min z zastosowaniem ruchów głaskających w kierunku zgodnym z ruchem wskazówek zegara (wokół pępka, zataczając coraz szersze kręgi, i wzdłuż przebiegu jelita grubego).",brzuch,low,konczyny-gorne:6 klatka-piersiowa:3,brzuch,brzuch
zaparcia,10.1,5,"Stosowanie doustnych środków przeczyszczających w razie wskazań, takich jak: • środki torujące (parafina płynna, związki śluzowe i koloidalne), • na zlecenie lekarza: – leki osmotyczne rozluźniające stolec: laktuloza, makrogole (glikol polietylenowy) - PEG, Forlaxchory powinien dużo pić przy przyjmowaniu tych środków, – leki drażniące (bisakodyl, czopki glicerynowe). Należy unikać stosowania pobudzających środków przeczyszczających długotrwale, ze względu na ryzyko uzależnienia.",brzuch,high,,brzuch,brzuch
zaparcia,10.1,6,"Dbanie o regularne wypróżnienia - zalecanie dziecku prób oddawania stolca 5-10 min po posiłkach do ok. 30 min (należy ustalić regularny, stały czas), umożliwienie wydalania w porze, do której dziecko było przyzwyczajone, codzienne dokonywanie oceny wypróżnień i ich odnotowywanie w zeszycie wypróżnień.",brzuch,medium,,brzuch,brzuch
zaparcia,10.1,7,"Pomoc dziecku w przyjmowaniu wygodnej, fizjologicznej pozycji podczas defekacji, zapewnienie intymności i spokoju w czasie defekacji.",brzuch,medium,,brzuch,brzuch
zaparcia,10.1,8,"W przypadku tzw. kamieni kałowych ręczna ewakuacja stolca (najczęściej jest to zabieg bolesny dla chorego) - miejscowe stosowanie środka znieczulającego (lidokainy w żelu), podawanie leku przeciwbólowego zwykle z lekiem uspokajającym.",brzuch,medium,,brzuch,brzuch
zaparcia,10.1,9,"Zaproponowanie rodzicom chłopca prowadzenia dzienniczka wypróżnień, uwzględniającego: • porę oddawania stolca, • częstość oddawania stolca, • objętość, konsystencję stolca, • stosowanie środków ułatwiających wypróżnienie, • zachowanie dziecka w czasie defekacji.",brzuch,medium,,brzuch,brzuch
zaparcia,10.1,10,"Okazanie wsparcia informacyjnego dziecku i rodzicom: • atmosfera serdeczności i życzliwości, • stała obecność matki przy dziecku w czasie hospitalizacji, jej udział w opiece nad dzieckiem oraz w procesie podejmowania decyzji dotyczącej pielęgnowania dziecka, • uwzględnienie w pielęgnacji przyzwyczajeń dziecka, • edukacja rodziców i dziecka na temat konieczności stałego, długotrwałego leczenia, prowadzenia dzienniczka wypróżnień, rozpoznawania zachowań retencyjnych u dziecka, stosowania prostych metod behawioralnych, takich jak regularne wysadzanie dziecka na toalecie (najlepiej po jedzeniu), nagradzanie za skuteczną defekację.",brzuch,medium,,brzuch,brzuch
zaparcia,10.1,11,Koncentracja na rodzinie; wdrożenie rodziców do współpracy w realizacji czynności pielęgnacyjnych i leczniczych w czasie hospitalizacji.,,none,,,
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,0,"Zebranie wywiadu od pacjentki w celu: • określenia rodzaju, ilości, częstości stosowanych środków przeczyszczających, • oceny rytmu defekacji, konsystencji i ilości stolca, objawów towarzyszących przy oddawaniu stolca, • poznania emocji towarzyszących przyjmowaniu środków przeczyszczających (próby określenia przyczyn natury emocjonalnej), • oceny sposobu odżywiania i prowadzonego trybu życia, • poznania aktywności ruchowej dziecka.",brzuch,medium,,skora,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,1,"Uświadomienie pacjentce, że oddawanie stolca co 2-3 dni nie jest zaburzeniem (należy wykazać zrozumienie w stosunku do przekonania pacjentki i cierpliwość).",brzuch,medium,,brzuch,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,2,"Wyjaśnianie ryzyka wystąpienia powikłań w czasie regularnego stosowania środków przeczyszczających, takich jak: • zaburzanie prawidłowych ruchów perystaltycznych, atonia jelit, • ryzyko objawów ubocznych związanych z przyjmowaniem środków przeczyszczających (odwodnienie, hipokaliemia, hiponatremia, zaparcia, uszkodzenie funkcji nerek), • ryzyko wystąpienia interakcji w przypadku stosowania innych leków (np. diuretyków nieoszczędzających potas), • możliwość wystąpienia objawów po odstawieniu środków przeczyszczających (np. obrzęki).",brzuch,high,,brzuch,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,3,"Poinformowanie, że w nagłych sytuacjach związanych z trudnością oddania stolca należy stosować doodbytniczo czopki zamiast doustnych środków przeczyszczających.",brzuch,medium,,brzuch,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,4,"Motywowanie do zmiany sposobu odżywiania się poprzez: • rozmowę na temat preferowanej diety, • ustalenie diety pobudzającej perystaltykę jelit (bogatoresztkowej), • przekonanie pacjentki o potrzebie regularnego przyjmowania doustnie płynów (ok. 1,5-2 l/dobę), • zalecenie codziennego wypicia szklanki przegotowanej letniej wody na pół godziny przed śniadaniem, • motywowanie do częstego, regularnego przyjmowania posiłków.",brzuch,high,,brzuch,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,5,"Regulowanie czasu wypróżnień: • dyskusja z pacjentką na temat wyboru najbardziej optymalnego czasu defekacji, • zalecenie próby regularnego oddawania stolca po 10-15 min od zjedzenia śniadania, • pobudzanie prawidłowych ruchów perystaltycznych stymulujących defekację (np. picie ciepłych napojów), • nauka nieignorowania odruchu defekacji, • zapewnienie warunków intymności w czasie defekacji (np. zamknięcie drzwi, włączenie radia lub telewizora w celu maskowania dźwięków).",brzuch,medium,,brzuch,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,6,"Wyjaśnienie na czym polega optymalna pozycja: • zebranie danych dotyczących przyjmowanej przez pacjentkę pozycji w czasie defekacji z równoczesną jej oceną (prawidłowa/ nieprawidłowa) • w razie wskazań omówienie na czym polega prawidłowa pozycja w trakcie defekacji, która ma na celu zapewnienie optymalnego wykorzystania tłoczni brzusznej oraz grawitacji, • zademonstrowanie optymalnej pozycji, jaką należy przyjąć w trakcie defekacji.",brzuch,medium,,skora,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,7,"Zalecenie zmiany trybu życia: • wyeliminowanie czynników predysponujących do zaparcia, • przekonanie o potrzebie zwiększenia aktywności fizycznej (codzienna gimnastyka, zalecenie spacerów), • uczenie ćwiczeń zwiększających siłę mięśni zaangażowanych w akt defekacji, • masaż brzucha kilka razy dziennie - dłonią przez 2-3 min z zastosowaniem ruchów głaskających w kierunku zgodnym z ruchem wskazówek zegara (wokół pępka, zataczając coraz szersze kręgi, i wzdłuż przebiegu jelita grubego).",brzuch,high,konczyny-gorne:6,brzuch,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,8,"Zaproponowanie dziecku i rodzicom prowadzenia dzienniczka wypróżnień, uwzględniającego zapis: • pory oddawania stolca, • częstości oddawania stolca, • objętości, konsystencji stolca, • stosowania środków ułatwiających wypróżnienie, • zachowania dziecka w czasie defekacji.",brzuch,medium,,brzuch,brzuch
uzaleznienie-od-srodkow-przeczyszczajacych,10.2,9,"Okazanie wsparcia dziecku i rodzicom poprzez: • atmosferę serdeczności i życzliwości, • stałą obecność matki przy dziecku w czasie hospitalizacji, jej udział w opiece nad dzieckiem oraz w procesie podejmowania decyzji dotyczącej pielęgnowania dziecka, • uwzględnienie w pielęgnacji przyzwyczajeń dziecka, • edukację rodziców i dziecka na temat: konieczności stałego, długotrwałego leczenia, prowadzenia dzienniczka wypróżnień, rozpoznawania zachowań retencyjnych u dziecka, stosowania prostych metod behawioralnych, takich jak regularne korzystanie z toalety (najlepiej po jedzeniu).",brzuch,medium,,brzuch,brzuch
b-iegunka,10.3,0,"Przeprowadzenie z rodzicami dziecka wywiadu dotyczącego: • początku, rodzaju i nasilenia objawów choroby, • częstotliwości, liczby i charakteru oddawanych stolców, obecności ropy, krwi i śluzu w stolcu, • objętości wydalanego moczu, • tolerancji podawanych doustnie płynów, • aktualnego żywienia dziecka, • występowania biegunki u innych domowników, uczęszczania do żłobka.",brzuch,low,miednica:4,brzuch,brzuch
b-iegunka,10.3,1,Badanie palpacyjne i osłuchowe jamy brzusznej.,,none,,,
b-iegunka,10.3,2,"Ocena oraz dokumentowanie liczby i charakteru oddawanych stolców, wymiotów.",brzuch,medium,,brzuch,brzuch
b-iegunka,10.3,3,"Uzupełnienie płynów i elektrolitów w organizmie - wczesny okres rehydratacji (próba nawadniania doustnego przez 3-4 godz.): • częste podawanie małych porcji chłodnych płynów: herbaty, przegotowanej wody, niegazowanej wody mineralnej, rozcieńczonego soku jabłkowego, musu jabłkowego, • doustne podawanie hipoosmolarnych płynów nawadniających (DPN), zawierających glukozę i elektrolity, • obserwacja tolerancji płynów podawanych doustnie, • w przypadku karmienia naturalnego kontynuacja karmienia w okresie rehydratacji, częste przystawianie dziecka do piersi [Guarino, 2014]. W przypadku niepowodzenia nawadniania doustnego podawanie płynów przez zgłębnik nosowo-żołądkowy i/lub nawadnianie drogą dożylną (bardzo rzadko nawadnianie doszpikowe) według indywidualnej karty zleceń: • 0,9% NaCl, następnie krystaloid zawierający dekstrozę (D-glukozę), • dodanie chlorku potasu do kolejnego składu wlewu nawadniającego po uzyskaniu diurezy, zgodnie ze zleceniem lekarskim [Guarino, 2014], • dokumentowanie ilości przyjętych płynów (podawanych doustnie i dożylnie).",brzuch,medium,miednica:4,brzuch,brzuch
b-iegunka,10.3,4,"Monitorowanie terapii wodno-elektrolitowej: • systematyczna ocena klinicznych objawów wskazujących na odwodnienie - elastyczność skóry, stan nawilżenia błon śluzowych, napływ kapilarny, napięcie ciemiączka, nawilżenie gałek ocznych, częstotliwość i charakter tętna i oddechu, wartość ciśnienia tętniczego (spadek ciśnienia tętniczego jest późnym objawem w przebiegu ciężkiego odwodnienia), ocieplenie dystalnych części kończyn, pragnienie (niechęć do picia może wskazywać na odwodnienie hipoosmiczne wzmożone pragnienie występuje w odwodnieniu hiperosmicznym), zachowanie dziecka, stan przytomności, • obserwacja diurezy (w razie wskazań ważenie pieluchomajtek), • pomiar masy ciała (co najmniej 3-krotny w ciągu doby), interpretacja wyniku pomiaru, dokumentowanie, • szczegółowy bilans podaży i strat płynów (prowadzenie karty bilansu płynów), • pobranie moczu do badania ogólnego na zlecenie - ocena ciężaru właściwego moczu oraz obecności ciał ketonowych w moczu, • przy nawadnianiu dożylnym obserwacja dziecka w kierunku przewodnienia organizmu (szybki przyrost masy ciała, obrzęki obwodowe, obrzęk płuc i mózgu, zastoinowa niewydolność krążenia, zwiększona diureza, rozcieńczony mocz o niskiej osmolalności/ciężarze, obniżenie osmolalności osocza, hiponatremia, • pobranie krwi do badań biochemicznych zgodnie z indywidualną kartą zleceń (równowaga kwasowo-zasadowa, stężenie elektrolitów, mocznika i kreatyniny, poziom glikemii, osmolalność krwi), interpretacja wyników badań.",cale-cialo,low,konczyny-gorne:8 miednica:4 skora:4,skora,cale-cialo
b-iegunka,10.3,5,"Wczesny okres realimentacji - powrót do karmienia sprzed biegunki: • kontynuacja karmienia pokarmem naturalnym przez cały okres trwania biegunki (zarówno w fazie rehydratacji, jak i leczenia podtrzymującego), • przy karmieniu sztucznym podawanie niemowlęciu mieszanki mlecznej zgodnie z jego wiekiem, • u dzieci starszych stosowanie diety odpowiedniej do wieku, • obserwacja tolerancji przyjmowanych pokarmów (częstość i charakter stolca i wymiotów).",brzuch,medium,,brzuch,brzuch
b-iegunka,10.3,6,"Ewentualne, na zlecenie, wdrożenie leczenia dietetycznego: • niemowlętom karmionym sztucznie z bardzo nasiloną biegunką podawanie preparatów ze zmniejszoną zawartością laktozy przez można rozważyć w przypadku istotnego nasilenia się biegunki po wprowadzeniu pokarmów mlecznych i równoczesnego potwierdzenia nietolerancji laktozy).",brzuch,medium,,brzuch,brzuch
b-iegunka,10.3,7,Na zlecenie - pobranie stolca do badania mikrobiologicznego.,brzuch,medium,,skora,brzuch
b-iegunka,10.3,8,"Udział w farmakoterapii według indywidualnej karty zleceń: • podaż doustna leku o działaniu adsorbcyjnym (smektynu dwuoktanościennego) lub hamującego wydzielanie (racekadotrylu), • podaż doustna probiotyku: Lactobacillus rhamnosus GG - LGG i Saccharomyces boulardii.",,none,,,
b-iegunka,10.3,9,"Pielęgnowanie skóry pośladków: • częsta kontrola pieluchomajtek i zmiana w razie wskazań, • po oddaniu stolca delikatne umycie skóry pośladków ciepłą wodą, pozostawienie skóry do wyschnięcia lub delikatne osuszenie, unikanie pocierania, • natłuszczenie skóry w okolicy odbytu i pośladków maścią ochronną, • wietrzenie skóry pośladków, • ocena stanu skóry pośladków i krocza w celu wczesnego wykrycia ewentualnych zmian.",miednica,high,brzuch:4 skora:4,miednica,miednica
b-iegunka,10.3,10,"Okazanie wsparcia dziecku i rodzicom poprzez: • atmosferę serdeczności i życzliwości, • stałą obecność matki przy dziecku, jej udział w opiece nad dzieckiem oraz w procesie podejmowania decyzji dotyczącej pielęgnowania dziecka, • uwzględnienie w pielęgnacji przyzwyczajeń dziecka, • zapewnienie dziecku warunków do snu i wypoczynku, • edukację rodziców na temat pielęgnacji dziecka w przebiegu biegunki, informowanie o podejmowanych interwencjach leczniczo-pielęgnacyjnych.",brzuch,medium,,brzuch,brzuch
nietrzymanie-stolca,10.4,0,"Przeprowadzenie wywiadu z rodzicami i dzieckiem: • ustalenie, co rodzice i dziecko rozumieją przez nietrzymanie stolca, • określenie czasu, kiedy dziecko świadomie zaczęło kontrolować oddawanie stolca, • analiza dotychczasowego sposobu defekacji (rytmu wypróżnień, konsystencji i wielkości stolca), • ustalenie, od kiedy i jak często występuje zaburzenie, jakie objawy i okoliczności towarzyszą nietrzymaniu stolca, • analiza sposobu odżywiania się dziecka, z oceną ilości codziennie wypijanych płynów, • zapytanie o ewentualne przyjmowanie leków przez dziecko (w tym ułatwiających wypróżnienie), • ocena nastawienia rodziców do faktu nietrzymania stolca przez dziecko, • zapytanie o ewentualne stosowanie kar w stosunku do dziecka w sytuacji nietrzymania stolca, • oceny stanu psychicznego dziecka (próba określenia przez rodziców czynników natury emocjonalnej predysponujących do nietrzymania stolca), • omówienie warunków dotyczących korzystania z toalety w przedszkolu, • poznanie emocji towarzyszących dziecku w czasie uczęszczania do przedszkola.",brzuch,medium,,brzuch,brzuch
nietrzymanie-stolca,10.4,1,"Obserwowanie dziecka pod względem: zachowania, emocji, sposobu komunikowania się z rodzicami, rówieśnikami.",,none,,,
nietrzymanie-stolca,10.4,2,"Przygotowanie dziecka do badań diagnostycznych, takich jak: • badanie fizykalne (badanie per rectum, ocena czucia w okolicy odbytu, ocena skóry wokół odbytu), • mamometria anorektalna, • USG transrektalne, • badania laboratoryjne (morfologia krwi, stężenie wapnia i TSH w surowicy), • konsultacja psychologiczna.",skora,medium,,skora,skora
nietrzymanie-stolca,10.4,3,"Prowadzenie dzienniczka wypróżnień, w którym codzienne należy zapisywać: • porę dnia, • liczbę i konsystencję oddawanych stolców oraz objawy towarzyszące (brudzenie kałem, dolegliwości przy oddawaniu stolca, zachowanie dziecka w czasie defekacji), spożywane przez dziecko pokarmy i wypijane płyny (rodzaj, ilość), • trudności w wypróżnieniu, • aktywność codzienną dziecka.",brzuch,medium,,brzuch,brzuch
nietrzymanie-stolca,10.4,4,"Trening czystościowy: • uczenie nawyku regularnego wypróżnienia - sadzanie dziecka na nocniku/sedesie 2 × dziennie (regularny, stały czas korzystania z toalety, zalecany rano przed pójściem do przedszkola i wieczorem - 10-20 min po posiłkach do ok. 30 min), • wygodna pozycja w czasie defekacji (siedząca z obiema stopami opartymi na podłożu), warunki intymności w czasie defekacji, • zapewnienie atmosfery życzliwości, spokoju, • okazywanie dziecku empati, zrozumienia, • nieocenianie dziecka, • wskazywanie jego mocnych stron.",brzuch,medium,,brzuch,brzuch
nietrzymanie-stolca,10.4,5,"Ćwiczenia mięśni zwieraczy odbytu. „Biofeedback - trening jelitowy” - ćwiczenia biologicznego sprzężenia zwrotnego, wypracowanie prawidłowej kontroli czynności w zależności od potrzeb biologicznych: poinstruowanie dziecka, jak należy wykonywać ćwiczenia (wymagana kooperacja z dzieckiem).",brzuch,high,,brzuch,brzuch
nietrzymanie-stolca,10.4,6,"Zapewnienie czystej bielizny osobistej do zmiany, warunków intymności w czasie wykonywania toalety.",,none,,,
nietrzymanie-stolca,10.4,7,"Okazanie dziecku wsparcia: • życzliwa, serdeczna atmosfera, uśmiech, • stosowanie systemu nagród za czystą bieliznę (np. uśmiechnięte słoneczka w dzienniczku), chwalenie dziecka, nieocenianie dziecka, • pozytywne nastawienie rodziców, jednakowy sposób postępowania obojga rodziców w stosunku do dziecka.",,none,,,
nietrzymanie-stolca,10.4,8,"Określenie potrzeb edukacyjnych rodziców. Opracowanie i wdrożenie programu szkolenia umiejętności rodzicielskich w zakresie wykorzystania metod wychowawczych wspierających dziecko (mających na celu identyfikację jego uczuć, wyjaśnienie przyczyn wahań nastroju, źródeł lęku, przyczyn zachowania agresywnego). Kształtowanie postaw rodzicielskich wspierających rozwój dziecka.",,none,,,
nietrzymanie-stolca,10.4,9,"Dążenie do osiągnięcia efektu terapeutycznego poprzez budowanie relacji z pacjentem oraz jego rodziną opartej na wzajemnym zaufaniu i szacunku; udzielanie wsparcia (informacyjnego, emocjonalnego lub instrumentalnego) odpowiadającego potrzebom dziecka i jego opiekunów.",,none,,,
nietrzymanie-stolca,10.4,10,"Wsparcie rodziców: • wyjaśnienie rodzicom problemu zdrowotnego ich dziecka, • umożliwienie rodzicom wyrażania swoich uczuć, emocji, • włączenie rodziców w planowanie opieki nad dzieckiem i osiąganie założonych celów, • uświadomienie rodzicom związku między trudną sytuacją dla dziecka a objawami chorobowymi, • uczenie rodziców prawidłowych zachowań w stosunku do dziecka, a w razie wskazań korekty dotychczasowej postawy rodzicielskiej, przekonanie o nieocenianiu dziecka, o potrzebie zachowania intymności dziecku, • chwalenie rodziców za zmianę zachowań w stosunku do dziecka.",,none,,,
nietrzymanie-stolca,10.4,11,Koncentracja na rodzinie; wdrożenie rodziców do współpracy w realizacji czynności opiekuńczych i leczniczych na każdym etapie hospitalizacji.,,none,,,
nietrzymanie-moczu,11.1,0,"Dobór środków pomocniczych zależnie od stopnia nietrzymania moczu, aktywności życiowej oraz pory dnia (jak: wkładki lub podpaski urologiczne, bielizna chłonna).",miednica,medium,,miednica,miednica
nietrzymanie-moczu,11.1,1,"Zapobieganie infekcji dróg moczowych przez: • unikanie zakładania cewnika na stałe, • utrzymanie dolnej części ciała w cieple (noszenie ciepłej, bawełnianej bielizny, ochrona nóg przed przemarznięciem), • picie 2-3 l płynów/dobę, • picie soku z żurawiny lub czarnej porzeczki, • unikanie napojów gazowanych, substancji słodzących oraz kofeiny, • stosowanie płynów myjąco-odkażających do higieny intymnej, zawierających pałeczki kwasu mlekowego, • dokładne osuszanie okolicy krocza, • stosowanie kremów barierowych, a w przypadku podrażnienia - kremów z tlenkiem cynku, • uczenie samoobserwacji objawów zakażenia dróg moczowych, • systematyczne badanie ogólne moczu, • w razie objawów zakażenia dróg moczowych pobranie moczu na badanie bakteriologiczne i podjęcie leczenia zgodnego z wynikiem antybiogramu.",miednica,high,skora:4,miednica,miednica
nietrzymanie-moczu,11.1,2,Edukacja pacjentki w zakresie sposobów redukcji masy ciała.,,none,,,
nietrzymanie-moczu,11.1,3,"Regulacja wypróżnień przez: • stosowanie diety bogatej w błonnik, • picie dużej ilości płynów (do 3 l na dobę), • prowadzenie aktywnego trybu życia.",brzuch,medium,,brzuch,brzuch
nietrzymanie-moczu,11.1,4,"Unikanie czynników nasilających nietrzymanie moczu: wysiłku fizycznego, kaszlu, kichania.",miednica,low,usta-drogi-oddechowe:3,miednica,miednica
nietrzymanie-moczu,11.1,5,"Trening pęcherza moczowego polegający na: • notowaniu godziny oddania moczu, ilości moczu oddanego i epizodów nietrzymania moczu w ciągu dnia (karta mikcyjna), • wypracowaniu takiej częstości opróżniania pęcherza, aby nie dopuścić do jego przepełniania, • stosowaniu zaleconych przez fizjoterapeutę ćwiczeń wzmacniających mięśnie dna miednicy - napinanie i rozluźnianie mięśni otaczających cewkę moczową.",miednica,high,,miednica,miednica
zatrzymanie-retencja-moczu,11.2,0,"Dobór średnicy cewnika Foleya Cewnikowanie z zachowaniem zasad aseptyki i antyseptyki. Dbałość o higienę krocza (stosowanie płynów myjąco-dezynfekujących z dodatkiem kwasu mlekowego). Nawodnienie pacjentki, zakwaszanie moczu przez uwzględnienie w diecie np. soku z czarnej porzeczki oraz podawanie preparatów żurawiną. Systematyczna wymiana cewnika co 14 dni.",miednica,high,,miednica,miednica
zatrzymanie-retencja-moczu,11.2,1,Wymiana worka na mocz co 5-7 dni. Unikanie niepotrzebnego rozłączania cewnika i worka na mocz.,miednica,high,,miednica,miednica
zatrzymanie-retencja-moczu,11.2,2,Stosowanie worka na mocz z zastawką przeciwzwrotną. Utrzymywanie worka na mocz poniżej poziomu pęcherza moczowego. Kontrola drożności cewnika po zmianie pozycji pacjentki. Okresowe zaciskanie cewnika na kilka godzin w ciągu dnia.,miednica,high,,miednica,miednica
zatrzymanie-retencja-moczu,11.2,3,"Jak najszybsze zastąpienie cewnikowania stałego okresowym, ok. 4-6 × dziennie.",miednica,high,,miednica,miednica
zatrzymanie-retencja-moczu,11.2,4,Pobranie moczu do badania ogólnego.,miednica,medium,,skora,miednica
zatrzymanie-retencja-moczu,11.2,5,"Obserwacja ukierunkowana na objawy infekcji dróg moczowych (podwyższona temperatura ciała, złe samopoczucie, ból, zmiana cech makroskopowych moczu).",miednica,low,cale-cialo:4,miednica,miednica
zatrzymanie-retencja-moczu,11.2,6,W razie wystąpienia infekcji pobranie moczu na badanie bakteriologiczne i podawanie antybiotyku zgodnie z wynikiem antybiogramu.,miednica,medium,,skora,miednica
zaburzenia-oddawania-moczu-u-dzieci,11.3,0,"Regulacja godzin przyjmowania płynów i oddawania moczu: • unikanie podawania napojów gazowanych, mleka, płynów zawierających duże ilości sodu, cukru oraz spożywania jarzyn i owoców w godzinach wieczornych (należy je spożywać w pierwszej połowie dnia), • ograniczenie podaży płynów na 2 godz. przed snem, • zalecenie 2-krotnej mikcji przed położeniem się dziecka do łóżka.",miednica,medium,,miednica,miednica
zaburzenia-oddawania-moczu-u-dzieci,11.3,1,"Udział w leczeniu farmakologicznym (leczenie skojarzone ze względu na wieloczynnikową przyczynę moczenia nocnego) - podawanie syntetycznego analogu wazopresyny (desmopresyny) 2 godz. przed snem. Okres leczenia desmopresyną (preparat Minirin lub Adiuretin), podobnie jak dawka ustalany jest indywidualnie. Zwykle stosuje się lek przez okres 3-4 miesięcy.",,none,,,
zaburzenia-oddawania-moczu-u-dzieci,11.3,2,Podawanie leków antycholinergicznych (oksybutyniny).,,none,,,
zaburzenia-oddawania-moczu-u-dzieci,11.3,3,"Stosowanie ćwiczeń ruchowych usprawniających mięśnie wokół pęcherza i cewki moczowej (np. naprzemienne zaciskanie i przywodzenie ud, przysiady) oraz ćwiczeń w celu zwiększenia pojemności pęcherza moczowego (wydłużanie przerw między oddawaniem moczu w ciągu dnia, przy zwiększonej podaży płynów).",miednica,high,,miednica,miednica
zaburzenia-oddawania-moczu-u-dzieci,11.3,4,Stosowanie alarmu wybudzeniowego.,,none,,,
zaburzenia-oddawania-moczu-u-dzieci,11.3,5,"Zmiana nieprawidłowych nawyków związanych z oddawaniem moczu i stolca: • regularne, pełne mikcje co 2-2,5 godz., • prawidłowa pozycja ciała w trakcie mikcji (nauczenie dziecka oddawania moczu ze zrelaksowaną przeponą moczowo-płciową), • zapobieganie zaparciom.",brzuch,low,miednica:4,brzuch,brzuch
zaburzenia-oddawania-moczu-u-dzieci,11.3,6,"Kontrola częstości moczenia nocnego, np. w postaci kalendarza nocy suchych i mokrych. Nagradzanie (pochwała, mały prezent) za noc suchą.",,none,,,
zaburzenia-oddawania-moczu-u-dzieci,11.3,7,"Wprowadzenie elementów biofeedbacku (biologicznego sprzężenia zwrotnego). W przypadkach zaburzeń czynności dolnych dróg moczowych niepoddających się terapii standardowej - stosowanie terapii niestandardowej, obejmującej np. biofeedback.",,none,,,
zaburzenia-oddawania-moczu-u-dzieci,11.3,8,"Zapewnienie dziecku wsparcia emocjonalnego i uświadomienie rodzicom negatywnych skutków lekceważenia problemu i braku tolerancji dla moczącego się dziecka (ukrywanie moczenia, zawstydzanie, poniżanie, krytykowanie, wyśmiewanie czy karcenie dziecka).",,none,,,
zaburzenia-oddawania-moczu-u-dzieci,11.3,9,Zalecenie rodzicom/opiekunom psychoterapii rodzinnej.,,none,,,
zaburzenia-oddawania-moczu-u-dzieci,11.3,10,"Zapewnienie wsparcia rodzicom dziecka moczącego się. Umożliwienie kontaktu z grupami wsparcia, poinformowanie ich o obozach, stowarzyszeniach (np. Stowarzyszeniu Pomocy Dzieciom z Moczeniem Nocnym „Dobra Nocka”).",,none,,,
deficyt-plynow,12.1,0,Zebranie wywiadu z pacjentką.,,none,,skora,
deficyt-plynow,12.1,1,"Ocena stanu nawodnienia organizmu (ocena napięcia i elastyczności skóry, wilgotności błon śluzowych, sprężystości gałek ocznych, stopnia wypełnienia żył szyjnych, ośrodkowego ciśnienia żylnego, tętna, ciśnienia tętniczego, ilości wydalanego moczu i stanu świadomości).",konczyny-gorne,high,,miednica,konczyny-gorne
deficyt-plynow,12.1,2,"Pobranie krwi do badań laboratoryjnych na zlecenie lekarza (ocena poziomu elektrolitów w surowicy krwi, kreatyniny, mocznika, białka, hematokrytu, hemoglobiny, MCV).",konczyny-gorne,high,,konczyny-gorne,konczyny-gorne
deficyt-plynow,12.1,3,Codzienny pomiar masy ciała.,,none,,,
